"State","Date","Hour","Gross Load (MW)","Steam Load (1000 lb/hr)","SO2 Mass (lbs)","CO2 Mass (short tons)","NOx Mass (lbs)","Heat Input (mmBtu)"
"CA","2025-03-27",1,2210,,10.233,1038.13,145.767,17791.8
"CA","2025-03-27",2,2210,,10.237,1038.03,134.462,17797.4
"CA","2025-03-27",3,2040,,9.676,1054.136,146.872,16899.756
"CA","2025-03-27",4,2220,,10.595,1149.628,218.97,18429.468
"CA","2025-03-27",5,2514,,12.255,1305.804,164.221,21046.677
"CA","2025-03-27",6,2807,,13.373,1398.632,192.569,22725.028
"CA","2025-03-27",7,2203,,9.967,1061.799,141.409,17243.808
"CA","2025-03-27",8,2254,,10.771,1129.744,219.57,18533.845
"CA","2025-03-27",9,2407,,11.384,1205.166,199.578,19791.524
"CA","2025-03-27",10,2577,,12.4,1307.468,229.278,21513.621
"CA","2025-03-27",11,2578,,12.46,1295.916,281.84,21300.892
"CA","2025-03-27",12,2516,,12.007,1268.779,184.873,20851.564
"CA","2025-03-27",13,2531,,12.191,1289.938,205.213,21193.042
"CA","2025-03-27",14,2207,,11.046,1171.631,158.019,19169.208
"CA","2025-03-27",15,2293,,11.511,1213.967,285.862,19906.99
"CA","2025-03-27",16,2511,,13.033,1368.71,403.117,22527.981
"CA","2025-03-27",17,2641,,13.477,1414.9,292.354,23309.85
"CA","2025-03-27",18,2762,,13.559,1413.784,192.011,23312.404
"CA","2025-03-27",19,2669,,13.137,1373.7,155.434,22632.8
"CA","2025-03-27",20,2739,,13.581,1411.568,193.121,23271.49
"CA","2025-03-27",21,2685,,13.412,1393.396,194.43,22981.728
"CA","2025-03-27",22,2606,,12.999,1356.938,193.67,22343.428
"CA","2025-03-27",23,2735,,11.81,1241.544,165.028,20394.227
"CA","2025-03-28",0,1773,,8.424,908.6,115.428,14783.772
"CA","2025-03-28",1,1511,,6.881,755.674,99.466,12212.105
"CA","2025-03-28",2,1499,,6.879,755.228,110.321,12204.862
"CA","2025-03-28",3,1551,,7.386,805.766,198.032,13054.282
"CA","2025-03-28",4,1690,,7.833,851.867,229.218,13834.368
"CA","2025-03-28",5,1869,,8.733,934.9,197.654,15237.4
"CA","2025-03-28",6,2027,,9.256,993.686,150.558,16231.006
"CA","2025-03-28",7,2117,,9.97,1056.407,199.479,17275.859
"CA","2025-03-28",8,2205,,10.508,1104.3,234.498,18081.4
"CA","2025-03-28",9,2310,,10.736,1136.988,193.546,18633.548
"CA","2025-03-28",10,2487,,11.552,1198.3,141.855,19676.8
"CA","2025-03-28",11,2529,,11.507,1205.759,149.504,19796.625
"CA","2025-03-28",12,2619,,11.955,1248.98,146.407,20528.885
"CA","2025-03-28",13,2661,,11.961,1250.56,168.839,20546.506
"CA","2025-03-28",14,2299,,10.268,1081.825,134.199,17715.85
"CA","2025-03-28",15,2191,,10.145,1073.396,130.813,17550.096
"CA","2025-03-28",16,2208,,10.365,1094.116,218.156,17905.165
"CA","2025-03-28",17,1890,,9.058,962.867,121.851,15681.684
"CA","2025-03-28",18,1865,,8.906,945.919,111.353,15413.443
"CA","2025-03-28",19,1881,,9.08,961.647,115.837,15691.302
"CA","2025-03-28",20,1728,,8.265,880.155,151.844,14325.029
"CA","2025-03-28",21,1703,,8.757,930.745,229.342,15186.344
"CA","2025-03-28",22,1784,,8.939,949,224.749,15489.2
"CA","2025-03-28",23,2105,,10.38,1092,131.407,17894.1
"CA","2025-03-29",0,2111,,10.404,1096.1,138.869,17948.5
"CA","2025-03-29",1,2308,,11.542,1209,158.173,19848.8
"CA","2025-03-29",2,2395,,12.052,1258.86,243.23,20694.479
"CA","2025-03-29",3,2036,,10.083,1063.83,198.098,17412.67
"CA","2025-03-29",4,1694,,8.29,888.394,195.461,14459.662
"CA","2025-03-29",5,1949,,9.318,980.85,169.614,16023.75
"CA","2025-03-29",6,2221,,10.149,1061.825,166.117,17383.419
"CA","2025-03-29",7,1932,,9.523,1010.855,225.581,16503.476
"CA","2025-03-29",8,2291,,10.912,1141.413,348.399,18710.82
"CA","2025-03-29",9,2813,,12.992,1346.422,258.636,22151.302
"CA","2025-03-29",10,2834,,13.121,1365.74,198.352,22472.38
"CA","2025-03-29",11,3058,,14.005,1455.37,287.714,23992.615
"CA","2025-03-29",12,3129,,14.449,1497.8,171.252,24700.8
"CA","2025-03-29",13,3123,,14.435,1498.2,167.463,24700
"CA","2025-03-29",14,3159,,14.535,1504.811,168.094,24812.778
"CA","2025-03-29",15,2689,,12.216,1276.708,236.283,20973.226
"CA","2025-03-29",16,2156,,9.911,1048.892,262.341,17172.949
"CA","2025-03-29",17,1901,,8.941,949.581,146.067,15493.74
"CA","2025-03-29",18,1808,,12.486,929.563,234.382,15156.236
"CA","2025-03-29",19,1898,,8.973,954.1,144.33,15553.3
"CA","2025-03-29",20,2053,,9.928,1044.704,140.875,17089.82
"CA","2025-03-29",21,2422,,11.57,1224.309,234.941,19865.07
"CA","2025-03-29",22,2955,,13.815,1432.08,297.707,23622.746
"CA","2025-03-29",23,2993,,14.254,1435.922,222.841,24028.056
"CA","2025-03-30",0,3138,,14.738,1496.96,231.921,24831.8
"CA","2025-03-30",1,2952,,13.962,1436.06,173.797,23538.4
"CA","2025-03-30",2,3102,,14.24,1439.948,177.554,24327.332
"CA","2025-03-30",3,2642,,12.458,1311.292,169.635,21359.742
"CA","2025-03-30",4,2811,,12.505,1264.792,168.708,21474.71
"CA","2025-03-30",5,2821,,12.872,1300.56,160.57,21929.9
"CA","2025-03-30",6,2394,,10.7,1122.861,168.214,18229.109
"CA","2025-03-30",7,1667,,7.56,828.474,159.676,13308.645
"CA","2025-03-30",8,1553,,7.304,795.135,168.977,12860.14
"CA","2025-03-30",9,1615,,8.102,820.585,120.077,13271.89
"CA","2025-03-30",10,1605,,7.873,838.32,166.215,13578.36
"CA","2025-03-30",11,2559,,12.08,1269.423,315.405,20829.071
"CA","2025-03-30",12,2572,,13.197,1330.692,143.276,22179.936
"CA","2025-03-30",13,2474,,11.868,1171.77,128.555,19703.908
"CA","2025-03-30",14,1964,,9.261,914.157,179.664,15359.452
"CA","2025-03-30",15,1949,,9.543,941.806,197.552,15833.398
"CA","2025-03-30",16,1813,,9.187,937.72,262.252,15239.233
"CA","2025-03-30",17,2040,,10.181,1037.752,312.436,16913.034
"CA","2025-03-30",18,2642,,11.817,1179.663,216.536,19648.31
"CA","2025-03-30",19,3036,,14.248,1386.774,266.044,23705.494
"CA","2025-03-30",20,3474,,15.865,1555.506,253.301,26395.498
"CA","2025-03-30",21,3805,,17.095,1671.956,262.65,28452.31
"CA","2025-03-30",22,3651,,16.453,1600.068,163.185,27381
"CA","2025-03-30",23,3317,,15.248,1485.568,151.241,25367.5
"CA","2025-03-31",0,3111,,14.538,1441.405,148.97,24188.7
"CA","2025-03-31",1,2965,,13.599,1354.845,136.567,22621.95
"CA","2025-03-31",2,2908,,13.525,1347.305,136.842,22499.6
"CA","2025-03-31",3,2927,,13.28,1310.5,136.228,22095.534
"CA","2025-03-31",4,2889,,13.032,1273.677,135.387,21723.739
"CA","2025-03-31",5,2883,,13.065,1293.532,193.981,21668.726
"CA","2025-03-31",6,2988,,13.88,1356.4,227.866,22833.2
"CA","2025-03-31",7,2506,,10.923,1070.001,211.155,18018.931
"CA","2025-03-31",8,1837,,8.468,827.614,185.676,13932.921
"CA","2025-03-31",9,1662,,7.79,768.332,209.794,12932.576
"CA","2025-03-31",10,1723,,7.819,771.325,101.939,12985.283
"CA","2025-03-31",11,1526,,7.034,693.535,72.771,11676.825
"CA","2025-03-31",12,1592,,7.377,727.865,113.262,12251.674
"CA","2025-03-31",13,1566,,7.268,718.455,95.785,12095.065
"CA","2025-03-31",14,1559,,7.116,701.759,73.19,11811.046
"CA","2025-03-31",15,1582,,7.399,729.86,146.361,12285.06
"CA","2025-03-31",16,2109,,9.859,969.607,173.708,16316.735
"CA","2025-03-31",17,2269,,11.064,1089.9,114.965,18347.1
"CA","2025-03-31",18,2354,,11.262,1109.2,106.017,18671.5
"CA","2025-03-31",19,2559,,11.811,1184.727,167.898,19593.324
"CA","2025-03-31",20,3001,,13.631,1339.92,220.612,22665.32
"CA","2025-03-31",21,3103,,14.002,1356.002,155.875,23295.43
"CA","2025-03-31",22,3226,,15.099,1463.845,320.579,25120.32
"CA","2025-03-31",23,3626,,16.501,1603.302,306.188,27466.035
"CA","2025-04-01",0,3428,,15.624,1521.556,246.76,25995.836
"CA","2025-04-01",1,3177,,14.164,1381.032,160.534,23569.07
"CA","2025-04-01",2,3012,,13.685,1341.701,215.502,22765.2
"CA","2025-04-01",3,3211,,14.495,1411.501,249.892,24112.1
"CA","2025-04-01",4,2970,,12.872,1283.385,159.251,21461.348
"CA","2025-04-01",5,3647,,16.529,1631.505,325.732,27497.122
"CA","2025-04-01",6,3546,,16.414,1616.456,236.74,27246.101
"CA","2025-04-01",7,2700,,12.643,1243.754,144.733,20955.38
"CA","2025-04-01",8,2761,,12.019,1198.665,153.927,20173.45
"CA","2025-04-01",9,2636,,11.653,1159.801,140.884,19520.225
"CA","2025-04-01",10,2185,,10.161,1007.575,112,16965.219
"CA","2025-04-01",11,2041,,9.571,951.225,100.57,16018.325
"CA","2025-04-01",12,2031,,9.263,929.882,105.461,15663.572
"CA","2025-04-01",13,2007,,9.169,916.225,105.142,15433.175
"CA","2025-04-01",14,1913,,8.937,894.665,161.499,15074.488
"CA","2025-04-01",15,1967,,9.047,899.3,101.994,15152.05
"CA","2025-04-01",16,1927,,8.699,874.297,93.977,14734.862
"CA","2025-04-01",17,2481,,11.239,1123.138,153.908,18965.521
"CA","2025-04-01",18,2747,,12.868,1275.39,264.685,21524.105
"CA","2025-04-01",19,2743,,12.465,1237.26,152.31,20877.188
"CA","2025-04-01",20,2977,,13.536,1342.576,183.245,22655.846
"CA","2025-04-01",21,3233,,15.093,1523.87,299.392,25250.195
"CA","2025-04-01",22,3515,,16.673,1678.896,504.1,27873.281
"CA","2025-04-01",23,3945,,17.952,1748.991,247.785,29878.344
"CA","2025-04-02",0,3947,,17.809,1741.461,216.135,29644.137
"CA","2025-04-02",1,3943,,17.616,1722.15,190.687,29323.2
"CA","2025-04-02",2,3759,,16.397,1627.928,223.907,27285.466
"CA","2025-04-02",3,3816,,16.843,1641.771,240.149,28033.8
"CA","2025-04-02",4,3744,,16.481,1607.671,165.242,27480.4
"CA","2025-04-02",5,4073,,17.625,1704.346,186.253,29364.643
"CA","2025-04-02",6,4350,,19.999,1926.023,261.788,33106.74
"CA","2025-04-02",7,3238,,14.171,1389.882,151.078,23568.163
"CA","2025-04-02",8,2605,,11.504,1138.854,130.909,19163.696
"CA","2025-04-02",9,2180,,9.957,1001.53,128.053,16610.646
"CA","2025-04-02",10,1981,,8.862,887.729,108.747,14797.094
"CA","2025-04-02",11,1889,,8.718,864.02,92.262,14552.92
"CA","2025-04-02",12,1886,,8.676,860,88.608,14486.4
"CA","2025-04-02",13,1877,,8.704,862.636,95.353,14536.252
"CA","2025-04-02",14,1900,,8.893,869.48,90.434,14645.848
"CA","2025-04-02",15,2040,,9.954,977.611,129.261,16498.486
"CA","2025-04-02",16,2214,,10.708,1061.029,210.933,17907.364
"CA","2025-04-02",17,2829,,13.416,1322.29,267.286,22320.475
"CA","2025-04-02",18,2862,,13.612,1336.26,170.006,22557.93
"CA","2025-04-02",19,3050,,14.639,1467.349,295.563,24398.05
"CA","2025-04-02",20,3465,,16.352,1625.883,471.045,27198.28
"CA","2025-04-02",21,3364,,16.278,1599.406,408.431,27077.486
"CA","2025-04-02",22,3503,,16.742,1679.629,354.246,27850.42
"CA","2025-04-02",23,4103,,18.849,1828.871,248.007,31363.82
"CA","2025-04-03",0,4370,,19.715,1914.431,229.566,32807.5
"CA","2025-04-03",1,4366,,19.667,1905.231,228.43,32726.9
"CA","2025-04-03",2,4448,,19.532,1928.649,304.89,32507.935
"CA","2025-04-03",3,4922,,21.992,2152.929,371.805,36608.754
"CA","2025-04-03",4,5368,,23.431,2240.491,318.429,39052.912
"CA","2025-04-03",5,6157,,27.534,2629.033,435.58,45812.735
"CA","2025-04-03",6,5224,,23.783,2344.367,253.545,39479.919
"CA","2025-04-03",7,3346,,15,1538.591,173.747,24852.853
"CA","2025-04-03",8,2975,,13.118,1335.653,152.735,21922.036
"CA","2025-04-03",9,2188,,9.367,959.807,137.37,15642.18
"CA","2025-04-03",10,1903,,8.455,842.897,94.303,14045.516
"CA","2025-04-03",11,1637,,7.699,763.7,81.713,12862.8
"CA","2025-04-03",12,1625,,7.775,766.9,83.861,12920.2
"CA","2025-04-03",13,1632,,7.809,777.28,81.049,13097.241
"CA","2025-04-03",14,1678,,8.097,822.386,142.528,13497.143
"CA","2025-04-03",15,1920,,9.343,928.808,161.069,15357.93
"CA","2025-04-03",16,2166,,10.159,1034.827,246.905,16892.772
"CA","2025-04-03",17,3021,,13.539,1352.084,219.434,22521.412
"CA","2025-04-03",18,3486,,15.905,1534.907,313.619,26463.336
"CA","2025-04-03",19,3857,,17.265,1667.302,253.378,28732.015
"CA","2025-04-03",20,4603,,20.658,2001.308,339.953,34387.112
"CA","2025-04-03",21,4756,,21.606,2093.285,322.727,35960.476
"CA","2025-04-03",22,4730,,21.158,2049.457,317.597,35218.222
"CA","2025-04-03",23,4859,,21.415,2075.418,222.79,35647.3
"CA","2025-04-04",0,4893,,21.564,2103.745,273.047,35895.318
"CA","2025-04-04",1,5155,,22.537,2198.48,405.578,37517.691
"CA","2025-04-04",2,5321,,23.654,2307.674,363.645,39378.695
"CA","2025-04-04",3,5574,,25.052,2444.98,376.206,41701.785
"CA","2025-04-04",4,5391,,23.832,2345.71,263.706,39730.5
"CA","2025-04-04",5,5874,,26.088,2541.792,283.627,43375.732
"CA","2025-04-04",6,5050,,22.057,2158.146,271.264,36641.313
"CA","2025-04-04",7,3802,,17.473,1710.68,647.96,28941.697
"CA","2025-04-04",8,3363,,14.561,1449.712,639.378,24277.59
"CA","2025-04-04",9,2471,,10.978,1068.153,150.691,18223.196
"CA","2025-04-04",10,1999,,8.965,891.97,116.737,14870.139
"CA","2025-04-04",11,1813,,8.155,808.414,90.029,13633.278
"CA","2025-04-04",12,1685,,7.976,782.9,81.522,13207.2
"CA","2025-04-04",13,1731,,8.374,845.648,141.32,13907.432
"CA","2025-04-04",14,1863,,8.943,891.925,94.959,15049.972
"CA","2025-04-04",15,1889,,9.469,955.635,122.408,15856.872
"CA","2025-04-04",16,2182,,10.656,1074.353,210.949,17825.358
"CA","2025-04-04",17,2949,,13.887,1382.548,245.003,23285.401
"CA","2025-04-04",18,3667,,17.295,1699.369,383.333,28912.585
"CA","2025-04-04",19,4166,,18.92,1853.172,234.373,31493.903
"CA","2025-04-04",20,4356,,19.727,1930.085,285.747,32834.994
"CA","2025-04-04",21,4401,,19.782,1935.302,305.264,32928.131
"CA","2025-04-04",22,4390,,19.271,1913.005,292.268,32073.275
"CA","2025-04-04",23,4826,,20.74,2048.432,443.718,34528.392
"CA","2025-04-05",0,5090,,22.872,2257.1,283.64,38076.4
"CA","2025-04-05",1,5339,,23.87,2356.1,318.396,39740.95
"CA","2025-04-05",2,5580,,24.887,2456.534,333.498,41437.598
"CA","2025-04-05",3,5811,,25.799,2546.8,306.342,42959
"CA","2025-04-05",4,5780,,25.688,2538.8,265.342,42815.7
"CA","2025-04-05",5,5897,,26.225,2583.858,288.018,43574.764
"CA","2025-04-05",6,4553,,19.923,1962.493,224.666,33079.381
"CA","2025-04-05",7,2989,,14.16,1430.808,297.137,23675.447
"CA","2025-04-05",8,2506,,11.584,1161.311,163.158,19407.551
"CA","2025-04-05",9,2241,,10.543,1047.606,123.398,17521.331
"CA","2025-04-05",10,2221,,10.242,1017.665,226.465,17006.65
"CA","2025-04-05",11,2176,,10.234,1016.215,223.93,16983.1
"CA","2025-04-05",12,2145,,10.062,999.015,215.518,16691.5
"CA","2025-04-05",13,2181,,10.174,1032.99,193.968,16879.236
"CA","2025-04-05",14,2354,,10.917,1099.917,156.819,18122.634
"CA","2025-04-05",15,2306,,10.724,1085.062,125.37,17800.206
"CA","2025-04-05",16,2593,,12.119,1208.813,178.12,20120.07
"CA","2025-04-05",17,3753,,16.958,1646.048,332.833,28220.087
"CA","2025-04-05",18,4445,,21.404,2062.78,464.675,35624.453
"CA","2025-04-05",19,5257,,23.965,2317.129,255.57,39898.252
"CA","2025-04-05",20,5604,,25.524,2472.337,332.617,42501.5
"CA","2025-04-05",21,5948,,26.758,2592.945,346.105,44552.31
"CA","2025-04-05",22,6055,,27.145,2631.877,309.087,45196.8
"CA","2025-04-05",23,6335,,28.13,2729.337,289.86,46842.3
"CA","2025-04-06",0,6405,,28.316,2765.474,298.408,47149
"CA","2025-04-06",1,5816,,25.854,2524.221,272.328,43047.606
"CA","2025-04-06",2,5679,,25.374,2484.374,262.599,42246.3
"CA","2025-04-06",3,6093,,26.91,2628.074,282.481,44809.1
"CA","2025-04-06",4,5691,,25.376,2479.174,265.864,42289.4
"CA","2025-04-06",5,5505,,23.884,2333.547,246.435,39806.072
"CA","2025-04-06",6,3794,,15.686,1563.534,213.029,26083.337
"CA","2025-04-06",7,1997,,9.465,944.341,104.798,15651.547
"CA","2025-04-06",8,1953,,9.106,916.6,97.01,15165.536
"CA","2025-04-06",9,2017,,9.623,964.578,103.412,15981.629
"CA","2025-04-06",10,1950,,8.984,892.757,183.44,14899.037
"CA","2025-04-06",11,1765,,8.252,811.6,80.168,13681.4
"CA","2025-04-06",12,1762,,8.272,813.6,80.493,13714.8
"CA","2025-04-06",13,1834,,8.565,861.775,136.893,14200.76
"CA","2025-04-06",14,1913,,9.09,909.909,99.145,15073.194
"CA","2025-04-06",15,1981,,9.638,964.867,116.28,15991.7
"CA","2025-04-06",16,2277,,10.599,1052.779,123.221,17591.254
"CA","2025-04-06",17,3301,,14.991,1470.306,299.432,24935.342
"CA","2025-04-06",18,3825,,17.697,1750.673,266.452,29442.349
"CA","2025-04-06",19,4129,,18.81,1831.474,219.823,31299.567
"CA","2025-04-06",20,4375,,20.261,1969.084,223.425,33713.391
"CA","2025-04-06",21,4116,,18.97,1842.819,235.521,31568.259
"CA","2025-04-06",22,4037,,18.543,1800.874,200.292,30847
"CA","2025-04-06",23,4163,,18.837,1829.878,195.407,31339.214
"CA","2025-04-07",0,4155,,18.681,1813.96,198.15,31084.7
"CA","2025-04-07",1,4007,,17.876,1735.803,190.232,29745.773
"CA","2025-04-07",2,4008,,17.84,1732.26,188.043,29684.5
"CA","2025-04-07",3,4340,,19.356,1880.634,274.141,32216.334
"CA","2025-04-07",4,4376,,19.744,1922.76,213.99,32896.7
"CA","2025-04-07",5,4489,,19.935,1939.934,226.708,33201.316
"CA","2025-04-07",6,3774,,16.792,1649.924,235.761,27943.987
"CA","2025-04-07",7,2571,,11.807,1154.945,227.848,19507.552
"CA","2025-04-07",8,2770,,12.352,1200.336,153.588,20593.002
"CA","2025-04-07",9,2372,,10.721,1073.992,132.686,17793.29
"CA","2025-04-07",10,2297,,10.461,1030.466,119.85,17365.469
"CA","2025-04-07",11,2257,,10.626,1065.833,163.29,17676.68
"CA","2025-04-07",12,2109,,10.046,997.023,205.776,16662.906
"CA","2025-04-07",13,2175,,10.348,1041.042,174.48,17278.772
"CA","2025-04-07",14,2197,,10.574,1055.429,333.19,17662.948
"CA","2025-04-07",15,2026,,9.975,985.918,355.676,16631.5
"CA","2025-04-07",16,2299,,10.558,1044.714,344.73,17612.444
"CA","2025-04-07",17,3201,,14.252,1403.905,259.791,23692.205
"CA","2025-04-07",18,3259,,14.918,1470.48,232.385,24808.283
"CA","2025-04-07",19,3248,,14.867,1466.16,269.385,24725.22
"CA","2025-04-07",20,3703,,16.935,1670.094,202.373,28172.354
"CA","2025-04-07",21,3686,,16.626,1639.606,258.366,27661.27
"CA","2025-04-07",22,3773,,17.442,1747.697,303.686,29018.636
"CA","2025-04-07",23,3700,,17.411,1699.726,285.811,28969.781
"CA","2025-04-08",0,3688,,17.066,1664.727,200.645,28385.758
"CA","2025-04-08",1,3676,,16.911,1649.569,236.019,28130.82
"CA","2025-04-08",2,3678,,17.082,1666.579,309.225,28416.805
"CA","2025-04-08",3,3649,,17.144,1690.199,289.445,28520.896
"CA","2025-04-08",4,4319,,20.1,1958.281,334.811,33490.66
"CA","2025-04-08",5,4573,,21.229,2052.896,284.955,35329.859
"CA","2025-04-08",6,3986,,18.298,1790.242,325.439,30424.705
"CA","2025-04-08",7,2858,,13.469,1288.348,154.988,22345.29
"CA","2025-04-08",8,2916,,12.358,1196.887,138.369,20557.448
"CA","2025-04-08",9,2341,,10.701,1054.9,115.876,17773.895
"CA","2025-04-08",10,2168,,10.304,1012.98,116.104,17072.372
"CA","2025-04-08",11,2175,,10.335,1017.326,222.44,17154.784
"CA","2025-04-08",12,2229,,10.608,1051.211,209.829,17731.811
"CA","2025-04-08",13,2248,,10.451,1026.3,110.893,17320.1
"CA","2025-04-08",14,2313,,10.902,1099.341,170.005,18179.75
"CA","2025-04-08",15,2565,,12.217,1209.052,323.37,20350.071
"CA","2025-04-08",16,2703,,13.152,1285.61,466.752,21890.19
"CA","2025-04-08",17,3591,,16.632,1651.064,270.157,27702.649
"CA","2025-04-08",18,3945,,18.226,1781.65,308.863,30332.222
"CA","2025-04-08",19,3914,,17.825,1756.885,189.307,29648.744
"CA","2025-04-08",20,3856,,17.684,1748.145,190.877,29413.641
"CA","2025-04-08",21,3634,,16.592,1642.698,243.121,27727.155
"CA","2025-04-08",22,3684,,17.076,1683.501,224.362,28540.405
"CA","2025-04-08",23,3948,,17.68,1783.177,194.203,29552.256
"CA","2025-04-09",0,4042,,18.386,1780.787,300.419,30725.092
"CA","2025-04-09",1,3868,,17.691,1741.671,181.054,29567.8
"CA","2025-04-09",2,3725,,16.977,1697.193,200.711,28378.412
"CA","2025-04-09",3,4058,,18.363,1786.971,194.692,30695.6
"CA","2025-04-09",4,4801,,21.392,2078.86,451.02,35784.458
"CA","2025-04-09",5,4859,,22.058,2144.377,317.666,36818.701
"CA","2025-04-09",6,4156,,18.738,1824.935,273.875,31317.119
"CA","2025-04-09",7,3024,,13.572,1301.41,178.695,22646.905
"CA","2025-04-09",8,2672,,11.532,1107.273,136.829,19288.177
"CA","2025-04-09",9,2184,,9.654,989.165,121.996,16155.391
"CA","2025-04-09",10,2110,,9.636,990.443,126.445,16153.694
"CA","2025-04-09",11,2092,,9.451,970.624,107.372,15816.398
"CA","2025-04-09",12,2139,,9.842,1009.476,128.071,16469.538
"CA","2025-04-09",13,2163,,9.972,1022.373,153.99,16686.371
"CA","2025-04-09",14,2421,,11.715,1194.519,353.696,19588.745
"CA","2025-04-09",15,2894,,13.776,1397.996,348.856,23021.574
"CA","2025-04-09",16,3472,,16.357,1643.838,441.917,27365.503
"CA","2025-04-09",17,5343,,23.945,2360.417,478.124,40041.153
"CA","2025-04-09",18,6337,,29.056,2838.713,384.148,48568.947
"CA","2025-04-09",19,6614,,29.723,2900.458,394.683,49667.425
"CA","2025-04-09",20,6883,,30.469,2972.371,339.928,50904
"CA","2025-04-09",21,6692,,29.363,2865.128,329.167,49061.389
"CA","2025-04-09",22,6768,,29.924,2921.298,349.706,49996.88
"CA","2025-04-09",23,7086,,30.659,2994.403,327.074,51226.781
"CA","2025-04-10",0,6904,,29.912,2930.617,316.012,49839.6
"CA","2025-04-10",1,6784,,29.475,2886.517,313.961,49112.1
"CA","2025-04-10",2,6848,,29.652,2904.117,314.638,49411.5
"CA","2025-04-10",3,7130,,30.858,3023.061,335.637,51423.996
"CA","2025-04-10",4,7186,,31.141,3049.991,364.279,51894.412
"CA","2025-04-10",5,7370,,32.203,3157.543,413.106,53702.735
"CA","2025-04-10",6,5814,,25.978,2538.102,321.555,43190.515
"CA","2025-04-10",7,3786,,16.043,1555.855,241.448,26640.544
"CA","2025-04-10",8,3107,,13.852,1348.835,165.63,23066.423
"CA","2025-04-10",9,2555,,10.9,1089.138,170.951,18157.826
"CA","2025-04-10",10,2044,,9.109,910.843,140.262,15176.268
"CA","2025-04-10",11,1892,,8.197,816.552,108.438,13773.301
"CA","2025-04-10",12,1965,,8.71,868.273,103.682,14642.877
"CA","2025-04-10",13,2254,,9.946,988.103,160.654,16667.658
"CA","2025-04-10",14,2828,,12.724,1286.933,292.644,21319.906
"CA","2025-04-10",15,3549,,16.913,1685.122,335.313,28069.627
"CA","2025-04-10",16,4393,,20.434,2043.479,618.799,34126.11
"CA","2025-04-10",17,5531,,25.65,2509.686,398.477,42743.942
"CA","2025-04-10",18,6277,,27.994,2743.658,414.72,46691.053
"CA","2025-04-10",19,6737,,30.587,2997.877,353.486,50997.585
"CA","2025-04-10",20,6357,,27.989,2741.675,314.075,46691.832
"CA","2025-04-10",21,5713,,25.179,2466.262,269.529,42004.735
"CA","2025-04-10",22,5270,,22.978,2276.624,255.724,38374.98
"CA","2025-04-10",23,4582,,19.859,1976.695,216.272,33171.391
"CA","2025-04-11",0,4175,,17.821,1764.897,190.413,29782.467
"CA","2025-04-11",1,3953,,17.315,1715,183.695,28938.3
"CA","2025-04-11",2,3978,,17.41,1724.2,181.542,29098.7
