"State","Date","Hour","Gross Load (MW)","Steam Load (1000 lb/hr)","SO2 Mass (lbs)","CO2 Mass (short tons)","NOx Mass (lbs)","Heat Input (mmBtu)"
"CA","2024-08-12",15,10553,,55.164,4784.663,880.516,79594.049
"CA","2024-08-12",16,11970,,61.648,5333.634,710.778,89390.051
"CA","2024-08-12",17,13909,,70.534,6102.32,961.698,103338.638
"CA","2024-08-12",18,14932,,79.428,6725.955,1022.757,114131.103
"CA","2024-08-12",19,15290,,72.779,6629.499,949.125,112535.168
"CA","2024-08-12",20,15499,,67.494,6645.481,785.439,112818.694
"CA","2024-08-12",21,14593,,63.104,6225.625,724.047,105478.142
"CA","2024-08-12",22,13834,,59.471,5922.015,686.502,99386.517
"CA","2024-08-12",23,12116,,51.795,4962.403,631.188,82814.709
"CA","2024-08-13",0,10549,,53.269,4504.86,557.725,75395.002
"CA","2024-08-13",1,8958,,47.086,3888.306,509.793,65000.74
"CA","2024-08-13",2,8219,,36.734,3580.757,474.403,59808.499
"CA","2024-08-13",3,8121,,35.572,3568.971,431.014,59611.1
"CA","2024-08-13",4,8441,,36.852,3695.226,447.812,61743.154
"CA","2024-08-13",5,8441,,37.328,3749.97,473.531,62654.49
"CA","2024-08-13",6,6822,,31.113,3146.797,433.879,52152.391
"CA","2024-08-13",7,5457,,24.188,2448.921,370.067,40727.776
"CA","2024-08-13",8,5010,,23.561,2356.398,335.316,39628.681
"CA","2024-08-13",9,4940,,23.19,2358.027,311.763,39103.107
"CA","2024-08-13",10,5071,,23.232,2358.926,321.545,39178.105
"CA","2024-08-13",11,4973,,23.082,2334.057,306.232,38736.797
"CA","2024-08-13",12,5016,,23.562,2378.181,396.661,39446.621
"CA","2024-08-13",13,5661,,26.747,2685.239,502.049,44676.08
"CA","2024-08-13",14,6897,,32.666,3300.155,622.327,54748.814
"CA","2024-08-13",15,7691,,36.548,3676.276,791.131,61051.598
"CA","2024-08-13",16,9336,,43.464,4376.129,1079.436,72724.103
"CA","2024-08-13",17,12987,,59.181,5741.119,1181.877,96940.798
"CA","2024-08-13",18,14579,,74.642,6586.082,971.45,111874.911
"CA","2024-08-13",19,14430,,72.821,6351.623,734.866,107948.556
"CA","2024-08-13",20,13672,,63.299,5913.918,691.502,100567.536
"CA","2024-08-13",21,12866,,56.15,5538.972,797.757,94028.738
"CA","2024-08-13",22,12042,,52.173,5215.749,613.177,87349.923
"CA","2024-08-13",23,11000,,47.651,4770.654,563.384,79920.252
"CA","2024-08-14",0,9102,,39.344,3967.486,486.731,65959.529
"CA","2024-08-14",1,8651,,38.288,3838.7,449.144,64141.5
"CA","2024-08-14",2,8166,,36.078,3628.123,433.915,60591.848
"CA","2024-08-14",3,8487,,37.621,3773.501,505.06,63035.014
"CA","2024-08-14",4,9435,,41.352,4145.446,496.113,69287.649
"CA","2024-08-14",5,9816,,42.802,4292.66,539.247,71777.18
"CA","2024-08-14",6,7996,,36.362,3645.519,459.964,60876.838
"CA","2024-08-14",7,6321,,28.093,2831.41,416.76,47178.57
"CA","2024-08-14",8,5742,,26.477,2669.299,417.262,44448.947
"CA","2024-08-14",9,5561,,25.929,2612.97,359.731,43508.96
"CA","2024-08-14",10,5456,,25.678,2586.865,361.812,43069.542
"CA","2024-08-14",11,5678,,26.708,2689.964,411.104,44806.502
"CA","2024-08-14",12,6656,,30.775,3093.542,473.422,51586.567
"CA","2024-08-14",13,7580,,34.539,3472.972,538.679,57968.224
"CA","2024-08-14",14,8203,,37.911,3870.151,660.181,63429.266
"CA","2024-08-14",15,9596,,44.704,4547.159,824.974,74761.362
"CA","2024-08-14",16,12073,,53.852,5368.67,997.281,90021.055
"CA","2024-08-14",17,14920,,66.655,6604.182,1041.811,111492.713
"CA","2024-08-14",18,15401,,70.107,6918.367,808.855,117212.884
"CA","2024-08-14",19,15178,,68.216,6726.662,856.52,114071.685
"CA","2024-08-14",20,13851,,60.318,5941.48,731.874,100844.254
"CA","2024-08-14",21,13356,,57.655,5675.047,661.395,96378.775
"CA","2024-08-14",22,13117,,56.167,5531.602,640.31,93880.99
"CA","2024-08-14",23,12069,,50.587,5022.045,638.676,84660.298
"CA","2024-08-15",0,10634,,45.013,4516.956,543.118,75518.855
"CA","2024-08-15",1,9511,,40.463,4066.348,490.805,67834.481
"CA","2024-08-15",2,8953,,38.612,3871.1,448.37,64691.4
"CA","2024-08-15",3,8516,,36.848,3696.5,430.714,61751.445
"CA","2024-08-15",4,9177,,39.703,3977.175,540.224,66518.692
"CA","2024-08-15",5,9306,,40.734,4076.63,523.773,68191.08
"CA","2024-08-15",6,7016,,30.256,3038.384,393.109,50694.52
"CA","2024-08-15",7,5331,,23.32,2368.553,440.409,39389.43
"CA","2024-08-15",8,4990,,22.99,2324.4,410.948,38655.4
"CA","2024-08-15",9,5017,,22.996,2323.5,333.637,38635.4
"CA","2024-08-15",10,5014,,22.432,2267.885,286.839,37695.059
"CA","2024-08-15",11,5179,,23.334,2352.037,363.047,39120.773
"CA","2024-08-15",12,5758,,26.156,2635.61,566.788,43897.356
"CA","2024-08-15",13,6437,,30.491,3054.127,863.114,50949.765
"CA","2024-08-15",14,8429,,38.393,3900.379,1096.279,64018.951
"CA","2024-08-15",15,10373,,47.867,4809.803,1067.563,80106.12
"CA","2024-08-15",16,13133,,58.116,5788.143,1051.363,97079.133
"CA","2024-08-15",17,16091,,71.806,7113.717,1095.74,120026.114
"CA","2024-08-15",18,17076,,77.62,7663.781,924.258,129760.086
"CA","2024-08-15",19,16737,,73.99,7305.475,835.453,123776.159
"CA","2024-08-15",20,15207,,65.642,6472.788,723.166,109793.568
"CA","2024-08-15",21,14608,,63.251,6243.59,695.697,105780.622
"CA","2024-08-15",22,13671,,58.106,5759.751,639.998,97136.969
"CA","2024-08-15",23,13133,,55.377,5509.469,613.31,92606.065
"CA","2024-08-16",0,12474,,52.831,5279.794,601.136,88440.245
"CA","2024-08-16",1,11771,,50.114,5020.054,644.438,83889.106
"CA","2024-08-16",2,11547,,48.999,4898.955,557.897,82021.225
"CA","2024-08-16",3,11506,,49.294,4922.538,598.251,82478.502
"CA","2024-08-16",4,11771,,50.409,5037.543,550.32,84399.805
"CA","2024-08-16",5,11783,,50.814,5061.66,587.946,84806.43
"CA","2024-08-16",6,10356,,43.208,4347.523,553.161,72294.11
"CA","2024-08-16",7,7762,,33.883,3393.431,422.373,56716.487
"CA","2024-08-16",8,7356,,32.926,3306.944,386.764,55212.77
"CA","2024-08-16",9,7193,,32.587,3277.654,403.528,54644.5
"CA","2024-08-16",10,7871,,35.074,3512.797,418.124,58693.41
"CA","2024-08-16",11,8256,,36.535,3654.873,479.185,61171.998
"CA","2024-08-16",12,8621,,38.176,3817.327,633.837,63997.618
"CA","2024-08-16",13,9954,,44.388,4423.928,898.429,74249.861
"CA","2024-08-16",14,11397,,50.995,5108.661,1247.907,85345.645
"CA","2024-08-16",15,13589,,60.234,6030.761,1204.736,100589.354
"CA","2024-08-16",16,15476,,67.042,6675.125,966.907,112035.152
"CA","2024-08-16",17,17313,,77.471,7704.8,922.452,129351.392
"CA","2024-08-16",18,17931,,79.914,7902.847,912.438,133691.122
"CA","2024-08-16",19,17450,,77.173,7620.94,855.777,128908.536
"CA","2024-08-16",20,16347,,70.097,6923.787,805.751,117156.342
"CA","2024-08-16",21,15525,,66.395,6559.945,777.978,111004.584
"CA","2024-08-16",22,15144,,65.437,6457.52,734.725,109334.917
"CA","2024-08-16",23,14640,,62.161,6136.653,698.263,103954.907
"CA","2024-08-17",0,13752,,58.587,5794.483,673.398,98101.928
"CA","2024-08-17",1,13019,,54.94,5473.936,628.725,91895.41
"CA","2024-08-17",2,12266,,52.423,5234.718,590.526,87665.148
"CA","2024-08-17",3,11759,,50.578,5050.963,564.98,84582.535
"CA","2024-08-17",4,11880,,51.047,5099.544,569.413,85406.288
"CA","2024-08-17",5,11718,,49.912,4985.236,553.015,83475.412
"CA","2024-08-17",6,8014,,33.388,3345.457,553.864,55869.743
"CA","2024-08-17",7,4954,,21.896,2214.467,445.992,36812.771
"CA","2024-08-17",8,4503,,19.875,2016.974,257.915,33476.28
"CA","2024-08-17",9,4223,,19.36,1959.25,248.087,32493.328
"CA","2024-08-17",10,4253,,19.503,1977.5,247.682,32796.5
"CA","2024-08-17",11,4213,,19.088,1939.628,242.579,32161.784
"CA","2024-08-17",12,4213,,19.174,1951.31,268.763,32359.82
"CA","2024-08-17",13,4450,,20.267,2059.6,321.774,34181.5
"CA","2024-08-17",14,5360,,25.153,2585.326,563.819,42128.412
"CA","2024-08-17",15,6952,,32.206,3256.23,675.496,53999.176
"CA","2024-08-17",16,8897,,40.161,4062.047,720.881,67303.764
"CA","2024-08-17",17,11027,,48.88,4863.393,712.716,81899.613
"CA","2024-08-17",18,12321,,53.651,5275.672,602.553,89939.6
"CA","2024-08-17",19,12268,,52.913,5199.424,597.116,88504.132
"CA","2024-08-17",20,11593,,49.731,4922.771,539.425,83168.377
"CA","2024-08-17",21,11606,,49.83,4918.608,559.546,83293.372
"CA","2024-08-17",22,10988,,46.529,4665,535.844,77960.442
"CA","2024-08-17",23,10816,,45.602,4576.905,586.548,76374.859
"CA","2024-08-18",0,10467,,44.137,4418.53,480.346,73895.281
"CA","2024-08-18",1,10082,,42.748,4277.398,475.397,71519.553
"CA","2024-08-18",2,9753,,41.255,4128.747,458.943,69014.255
"CA","2024-08-18",3,9367,,39.65,3968.478,445.746,66319.173
"CA","2024-08-18",4,8806,,37.582,3763.871,420.918,62882.83
"CA","2024-08-18",5,8892,,38.049,3812.39,417.948,63697.36
"CA","2024-08-18",6,6726,,28.279,2836.264,355.814,47267.387
"CA","2024-08-18",7,4083,,16.476,1687.052,290.699,27922.857
"CA","2024-08-18",8,3026,,13.875,1423.045,193.445,23467.805
"CA","2024-08-18",9,2945,,13.928,1423.25,235.613,23456.7
"CA","2024-08-18",10,3024,,14.244,1456.7,210.95,24034.3
"CA","2024-08-18",11,3303,,15.58,1594.405,361.781,26332.701
"CA","2024-08-18",12,3788,,17.652,1794.3,336.047,29687.7
"CA","2024-08-18",13,3949,,18.456,1866.495,276.088,30919.04
"CA","2024-08-18",14,5185,,25.027,2583.111,815.595,41927.704
"CA","2024-08-18",15,6944,,32.894,3322.657,647.946,55071.587
"CA","2024-08-18",16,10207,,45.064,4543.749,989.354,75386.91
"CA","2024-08-18",17,12908,,57.337,5707.961,810.653,95882.331
"CA","2024-08-18",18,14413,,64.144,6316.842,840.305,107317.496
"CA","2024-08-18",19,14767,,65.097,6407.073,792.156,108898.79
"CA","2024-08-18",20,14031,,60.48,5940.666,667.817,101053.448
"CA","2024-08-18",21,13617,,58.403,5751.58,712.798,97759.614
"CA","2024-08-18",22,13106,,55.869,5566.928,645.039,93484.988
"CA","2024-08-18",23,12806,,53.887,5390.845,596.121,90180.983
"CA","2024-08-19",0,12039,,51.102,5102.286,553.174,85510.441
"CA","2024-08-19",1,11709,,50.005,4994.083,542.121,83673.305
"CA","2024-08-19",2,11418,,48.92,4887.735,531.678,81864.862
"CA","2024-08-19",3,11612,,49.865,5001.468,603.314,83478.079
"CA","2024-08-19",4,11985,,51.718,5150.74,573.497,86611.807
"CA","2024-08-19",5,12116,,52.428,5210.288,583.412,87698.508
"CA","2024-08-19",6,10410,,44.071,4386.424,493.151,73636.239
"CA","2024-08-19",7,7524,,33.561,3372.615,442.473,56362.22
"CA","2024-08-19",8,7256,,33.013,3314.675,389.766,55308.3
"CA","2024-08-19",9,7282,,33.222,3332.675,390.975,55652.6
"CA","2024-08-19",10,8019,,35.915,3605.078,480.09,60227.093
"CA","2024-08-19",11,8369,,37.384,3766.757,505.995,62584.423
"CA","2024-08-19",12,9247,,41.171,4105.571,696.604,68886.949
"CA","2024-08-19",13,10199,,46.481,4661.43,954.39,77892.95
"CA","2024-08-19",14,11327,,53.242,5129.973,840.376,85157.765
"CA","2024-08-19",15,13280,,66.609,5826.054,870.394,97206.693
"CA","2024-08-19",16,15770,,79.514,6894.483,1061.739,115981.558
"CA","2024-08-19",17,17288,,89.646,7742.333,974.901,130338.622
"CA","2024-08-19",18,18147,,93.448,8066.735,883.731,136755.534
"CA","2024-08-19",19,17503,,81.611,7654.628,842.592,129830.669
"CA","2024-08-19",20,16564,,71.659,7065.285,761.002,119802.916
"CA","2024-08-19",21,15439,,66.366,6525.031,715.659,110838.636
"CA","2024-08-19",22,14591,,62.172,6128.998,674.241,103980.242
"CA","2024-08-19",23,13680,,57.798,5765.835,629.944,96702.907
"CA","2024-08-20",0,12326,,55.267,5177.06,566.279,86487.746
"CA","2024-08-20",1,10948,,54.099,4575.607,509.441,76578.55
"CA","2024-08-20",2,10451,,53.069,4472.3,485.061,74828.1
"CA","2024-08-20",3,10525,,46.1,4506.115,494.086,75395.556
"CA","2024-08-20",4,11011,,46.947,4692.6,509.425,78530.7
"CA","2024-08-20",5,11022,,47.125,4720.358,576.135,78669.965
"CA","2024-08-20",6,9019,,39.534,3951.285,656.451,66222.315
"CA","2024-08-20",7,7150,,32.192,3219.615,680.812,54139.35
"CA","2024-08-20",8,6920,,32.121,3204.032,391.916,53871.7
"CA","2024-08-20",9,6999,,32.255,3243.167,394.024,54088.115
"CA","2024-08-20",10,7500,,34.358,3432.507,461.425,57466.15
"CA","2024-08-20",11,8345,,37.194,3729.56,481.987,62211.174
"CA","2024-08-20",12,9331,,41.423,4127.083,533.745,69317.524
"CA","2024-08-20",13,10795,,48.571,4835.333,843.672,81185.323
"CA","2024-08-20",14,12116,,54.535,5452.261,1042.78,91040.573
"CA","2024-08-20",15,13385,,58.661,5866.958,730.83,98072.25
"CA","2024-08-20",16,15416,,70.365,6803.13,906.835,114478.051
"CA","2024-08-20",17,17261,,88.559,7740.375,1058.855,130950.439
"CA","2024-08-20",18,17489,,92.215,7994.785,944.017,134360.292
"CA","2024-08-20",19,17231,,88.961,7650.546,872.231,129005.494
"CA","2024-08-20",20,16178,,82.47,7038.454,810.376,118093.829
"CA","2024-08-20",21,14716,,66.784,6152.047,700.081,104097.745
"CA","2024-08-20",22,14013,,59.481,5866.195,671.936,99381.963
"CA","2024-08-20",23,13564,,57.167,5678.708,653.893,95556.33
"CA","2024-08-21",0,12786,,53.507,5345.997,606.778,89468.533
"CA","2024-08-21",1,11806,,50.259,5017.862,568.06,84049.729
"CA","2024-08-21",2,11340,,48.132,4809.132,548.21,80506.539
"CA","2024-08-21",3,11053,,47.114,4715.788,555.54,78918.752
"CA","2024-08-21",4,11459,,49.039,4907.4,575.94,82162.5
"CA","2024-08-21",5,11682,,49.774,4979.04,546.144,83368.608
"CA","2024-08-21",6,10321,,44.327,4434.861,495.234,74178.815
"CA","2024-08-21",7,7941,,34.934,3504.323,415.343,58516.668
"CA","2024-08-21",8,7402,,32.88,3307.907,403.435,55216.496
"CA","2024-08-21",9,7568,,33.971,3410.247,390.806,56930.164
"CA","2024-08-21",10,8121,,36.126,3627.476,522.407,60574.262
"CA","2024-08-21",11,8730,,38.566,3878.37,570.332,64791.861
"CA","2024-08-21",12,8905,,39.578,3967.206,2920.558,66295.732
"CA","2024-08-21",13,9346,,42.008,4202.265,521.426,70271.839
"CA","2024-08-21",14,10569,,47.553,4735.236,733.12,79266.957
"CA","2024-08-21",15,11187,,51.091,5041.423,771.042,83048.678
"CA","2024-08-21",16,13157,,66.68,5878.317,750.714,98150.81
"CA","2024-08-21",17,15433,,78.012,6786.047,974.436,113971.656
"CA","2024-08-21",18,16006,,75.255,7034.734,805.151,119076.746
"CA","2024-08-21",19,16128,,71.648,7069.64,785.591,119674.594
"CA","2024-08-21",20,14503,,62.558,6168.69,671.099,104490.226
"CA","2024-08-21",21,14282,,61.383,6063.147,668.023,102701.905
"CA","2024-08-21",22,13899,,59.468,5866.755,638.89,99425.322
"CA","2024-08-21",23,13486,,57.464,5696.979,618.61,96125.101
"CA","2024-08-22",0,12947,,54.817,5441.674,610.149,91708.999
"CA","2024-08-22",1,12004,,49.499,4962.908,553.788,82861.188
"CA","2024-08-22",2,10959,,46.641,4662.043,490.954,78038.04
"CA","2024-08-22",3,11043,,46.92,4689.609,524.751,78490.236
"CA","2024-08-22",4,11375,,48.347,4837.142,575.433,80965.52
"CA","2024-08-22",5,11550,,48.599,4857.031,514.787,81297.277
"CA","2024-08-22",6,9374,,38.756,3880.032,446.584,64840.626
"CA","2024-08-22",7,6161,,25.853,2606.257,338.104,43402.959
"CA","2024-08-22",8,5417,,24.364,2463.923,310.225,40992.602
"CA","2024-08-22",9,5539,,25.227,2546.399,393.596,42392.806
"CA","2024-08-22",10,5970,,26.631,2687.7,314.777,44772.6
"CA","2024-08-22",11,5798,,25.904,2614.1,308.272,43525.6
"CA","2024-08-22",12,5890,,26.269,2644.856,327.912,44056.486
"CA","2024-08-22",13,5945,,26.704,2697.042,522.88,44937.164
"CA","2024-08-22",14,6668,,30.141,3035.443,560.07,50618.416
"CA","2024-08-22",15,7873,,35.127,3520.493,482.074,58778.561
"CA","2024-08-22",16,9361,,40.774,4086.894,537.71,68314.783
"CA","2024-08-22",17,11512,,49.858,4990.851,796.983,83578.823
"CA","2024-08-22",18,12071,,54.063,5408.17,599.986,90598.685
"CA","2024-08-22",19,11735,,50.682,5066.993,543.786,84857.183
"CA","2024-08-22",20,11379,,48.814,4879.693,527.422,81708.966
"CA","2024-08-22",21,11166,,47.727,4775.206,517.56,79936.455
"CA","2024-08-22",22,10844,,46.486,4643.949,496.201,77771.964
"CA","2024-08-22",23,9408,,38.737,3880.104,454.443,64886.12
"CA","2024-08-23",0,8911,,39.87,3817.814,425.312,63829.402
"CA","2024-08-23",1,8600,,44.249,3618.822,421.811,60513.064
"CA","2024-08-23",2,8141,,43.706,3539.568,391.962,59199.718
"CA","2024-08-23",3,7983,,37.747,3467.729,390.224,57984.503
"CA","2024-08-23",4,7893,,34.414,3477.834,456.663,57757.6
"CA","2024-08-23",5,7918,,34.518,3499.974,518.461,57785.816
"CA","2024-08-23",6,6527,,28.652,2913.982,401.497,47961.667
"CA","2024-08-23",7,4704,,19.036,1913.554,355.572,32058.705
"CA","2024-08-23",8,3730,,17.02,1688.211,224.701,28724.4
"CA","2024-08-23",9,3352,,15.335,1585.829,203.576,25772.178
"CA","2024-08-23",10,3409,,15.584,1577.511,203.513,26284.6
"CA","2024-08-23",11,3341,,15.307,1553.911,203.275,25850.71
"CA","2024-08-23",12,3136,,14.226,1443.351,191.141,23959.055
"CA","2024-08-23",13,3182,,14.604,1469.453,191.757,24560.01
"CA","2024-08-23",14,3321,,15.639,1562.053,249.812,26114.685
"CA","2024-08-23",15,4341,,22.726,2103.089,458.666,35209.056
"CA","2024-08-23",16,5410,,33.076,2555.982,396.296,42122.413
"CA","2024-08-23",17,7286,,40.66,3224.169,403.437,54190.209
"CA","2024-08-23",18,7823,,37.518,3426.6,391.171,57669.732
"CA","2024-08-23",19,7878,,34.146,3396.281,393.33,57305.22
"CA","2024-08-23",20,7628,,33.148,3306.075,424.52,55569.498
"CA","2024-08-23",21,7809,,33.754,3348.642,417.718,56556.697
"CA","2024-08-23",22,7825,,33.537,3326.036,392.825,56166.085
"CA","2024-08-23",23,6906,,29.135,2928.66,344.976,48963.177
"CA","2024-08-24",0,6479,,26.546,2673.21,321.997,44519.764
"CA","2024-08-24",1,5869,,25.456,2575.8,299.866,42837.5
"CA","2024-08-24",2,5867,,25.49,2574.7,303.227,42829.3
"CA","2024-08-24",3,5868,,25.478,2575.8,301.5,42837
"CA","2024-08-24",4,5955,,25.724,2605.4,307.747,43326.1
"CA","2024-08-24",5,5939,,25.7,2591.96,294.107,43123.8
"CA","2024-08-24",6,4809,,21.328,2185.118,307.524,35843.514
"CA","2024-08-24",7,3688,,15.617,1592.709,286.885,26410.338
"CA","2024-08-24",8,2960,,13.412,1358.027,179.134,22642.455
"CA","2024-08-24",9,2845,,13.024,1316.432,175.794,21991.9
"CA","2024-08-24",10,2851,,13.059,1323.932,176.266,22092.3
"CA","2024-08-24",11,2813,,12.987,1336.532,176.272,21973.5
"CA","2024-08-24",12,2890,,13.259,1343.532,175.995,22435
"CA","2024-08-24",13,2866,,13.235,1342.732,179.523,22421.8
"CA","2024-08-24",14,2848,,13.233,1350.724,184.932,22311.896
"CA","2024-08-24",15,3020,,13.877,1434.097,346.49,23487.92
"CA","2024-08-24",16,3779,,18.275,1860.204,334.516,30837.362
"CA","2024-08-24",17,5183,,22.95,2330.296,269.698,38755.188
"CA","2024-08-24",18,5666,,25.015,2532.341,333.568,42160.976
"CA","2024-08-24",19,5765,,25.112,2539,290.821,42252
"CA","2024-08-24",20,6012,,26.322,2660.639,350.843,44282.425
"CA","2024-08-24",21,6364,,27.681,2791.928,336.043,46494.262
"CA","2024-08-24",22,6284,,27.078,2732.171,313.769,45491.281
"CA","2024-08-24",23,5659,,24.027,2430.551,307.62,40406.356
"CA","2024-08-25",0,5062,,22.194,2249.6,267.129,37354.5
"CA","2024-08-25",1,5009,,22.163,2241.163,269.333,37210.764
"CA","2024-08-25",2,4807,,21.361,2161.624,260.454,35886.804
"CA","2024-08-25",3,4625,,20.709,2097,248.111,34813.1
"CA","2024-08-25",4,4673,,20.764,2114.6,250.743,35108.4
"CA","2024-08-25",5,5129,,22.315,2265.6,255.726,37645
"CA","2024-08-25",6,4029,,18.728,1924.637,286.593,31445.44
"CA","2024-08-25",7,3274,,13.873,1416.568,219.637,23271.9
"CA","2024-08-25",8,2756,,12.725,1310.167,168.381,21457.7
"CA","2024-08-25",9,2769,,12.767,1316.867,170.447,21550
"CA","2024-08-25",10,2799,,13.129,1352.083,247.112,22145.064
"CA","2024-08-25",11,2817,,13.413,1381.367,279.244,22638.5
"CA","2024-08-25",12,2902,,13.613,1404.167,220.938,23026
"CA","2024-08-25",13,2989,,13.891,1437.062,291.457,23577.515
"CA","2024-08-25",14,3598,,17.022,1733.542,534.9,28650.813
"CA","2024-08-25",15,4777,,23.65,2383.687,876.977,39709.256
"CA","2024-08-25",16,6820,,32.104,3241.656,1109.496,53804.661
"CA","2024-08-25",17,9721,,43.914,4373.397,831.911,73542.18
"CA","2024-08-25",18,10924,,48.45,4798.442,711.291,81127.925
"CA","2024-08-25",19,11121,,48.882,4838.723,654.223,81821.95
"CA","2024-08-25",20,11268,,48.826,4829.013,567.735,81661.367
"CA","2024-08-25",21,10607,,45.574,4511.908,517.683,76298.552
"CA","2024-08-25",22,10212,,44.004,4363.372,486.384,73647.549
"CA","2024-08-25",23,10032,,42.881,4281.77,485.905,71706.365
"CA","2024-08-26",0,9643,,41.162,4132.511,470.902,68952.75
"CA","2024-08-26",1,9452,,40.692,4075.225,488.413,68125.929
"CA","2024-08-26",2,9483,,41.402,4145.1,567.669,69295.6
"CA","2024-08-26",3,9634,,41.795,4185.176,487.618,69977.376
"CA","2024-08-26",4,9994,,43.82,4429.814,627.292,73390.94
"CA","2024-08-26",5,10526,,45.861,4646.54,1222.741,76737.273
"CA","2024-08-26",6,9730,,42.948,4310.912,902.24,71823.1
"CA","2024-08-26",7,7194,,30.709,3072.58,454.533,51524.113
"CA","2024-08-26",8,6422,,28.583,2868.696,482.829,47949.712
"CA","2024-08-26",9,6085,,27.781,2791.745,462.342,46609.098
"CA","2024-08-26",10,6134,,28.205,2835.768,2922.733,47295.375
"CA","2024-08-26",11,6355,,29.29,2942.847,2988.773,49147.947
"CA","2024-08-26",12,6778,,30.837,3102.616,551.143,51828.445
"CA","2024-08-26",13,7355,,37.387,3350.524,607.001,56363.404
"CA","2024-08-26",14,9214,,50.169,4156.805,702.644,69866.505
"CA","2024-08-26",15,10272,,56.626,4683.981,928.608,77748.336
"CA","2024-08-26",16,13452,,69.786,5834.992,1060.32,98330.323
"CA","2024-08-26",17,16426,,84.691,7229.55,1034.62,122549.528
"CA","2024-08-26",18,16976,,80.266,7522.23,836.563,127486.827
"CA","2024-08-26",19,15630,,68.279,6725.922,745.053,114089.337
"CA","2024-08-26",20,15238,,66.276,6525.316,735.85,110734.69
"CA","2024-08-26",21,14615,,62.612,6190.868,694.744,104628.055
"CA","2024-08-26",22,13824,,59.038,5829.514,648.177,98659.23
"CA","2024-08-26",23,12755,,53.038,5309.194,643.592,88702.191
"CA","2024-08-27",0,11133,,50.711,4724.025,531.467,78935.675
"CA","2024-08-27",1,10307,,52.803,4441.95,493.99,74308
"CA","2024-08-27",2,10114,,51.733,4336.575,472.433,72562.375
"CA","2024-08-27",3,9876,,42.924,4193.418,470.852,70132.574
"CA","2024-08-27",4,9679,,40.892,4103.682,451.945,68598.672
"CA","2024-08-27",5,9997,,42.426,4279.596,509.038,71116.774
"CA","2024-08-27",6,8661,,39.959,3687.994,443.598,61606.718
"CA","2024-08-27",7,6554,,38.756,2866.076,353.152,47987.001
"CA","2024-08-27",8,6091,,37.519,2747.026,348.331,45993.086
"CA","2024-08-27",9,6199,,38.408,2830.048,417.305,47389.475
"CA","2024-08-27",10,6329,,38.607,2853.381,366.894,47769.316
"CA","2024-08-27",11,6560,,40.95,3083.842,660.562,51664.841
"CA","2024-08-27",12,7377,,35.36,3424.261,622.197,57403.388
"CA","2024-08-27",13,7978,,36.639,3664.391,767.543,61451.143
"CA","2024-08-27",14,9589,,45.003,4503.374,883.177,75190.285
"CA","2024-08-27",15,10928,,49.242,4960.986,670.068,82304.244
"CA","2024-08-27",16,14029,,62.319,6223.523,860.879,104298.867
"CA","2024-08-27",17,17601,,77.252,7633.62,982.48,129227.837
"CA","2024-08-27",18,17938,,80.606,7965.158,885.396,134779.272
"CA","2024-08-27",19,16820,,73.433,7250.694,814.162,122741.887
"CA","2024-08-27",20,15763,,68.62,6780.47,741.412,114728.448
"CA","2024-08-27",21,14808,,63.452,6297.863,700.393,106145.864
"CA","2024-08-27",22,13886,,58.557,5825.351,650.876,97994.809
"CA","2024-08-27",23,13434,,57.341,5728.975,646.767,95916.393
"CA","2024-08-28",0,12788,,53.96,5396.007,605.446,90270.398
"CA","2024-08-28",1,11819,,50.367,5036.505,570.251,84302.855
"CA","2024-08-28",2,11348,,48.485,4854.4,534.134,81189.1
"CA","2024-08-28",3,11460,,49.037,4904.1,542.077,82044.3
"CA","2024-08-28",4,12048,,51.55,5161.815,616.992,86408.806
"CA","2024-08-28",5,12215,,52.455,5265.521,616.051,87843.805
"CA","2024-08-28",6,11092,,47.919,4773.524,515.115,80168.895
"CA","2024-08-28",7,8305,,35.559,3556.428,408.974,59705.783
"CA","2024-08-28",8,7472,,33.388,3337.442,384.204,56018.411
"CA","2024-08-28",9,7295,,32.928,3297.344,392.211,55347.273
"CA","2024-08-28",10,7318,,33.489,3339.221,540.529,56066.95
"CA","2024-08-28",11,7494,,34.407,3432.518,621.016,57629.844
"CA","2024-08-28",12,7941,,36.291,3626.092,427.413,60872.003
"CA","2024-08-28",13,8541,,39.121,3918.819,698.416,65460.684
"CA","2024-08-28",14,9901,,45.014,4492.556,789.42,75295.449
"CA","2024-08-28",15,10896,,49.754,5016.845,698.438,83154.796
"CA","2024-08-28",16,13702,,61.427,6122.445,835.617,102697.126
"CA","2024-08-28",17,15942,,71.608,7082.752,1143.023,119792.37
"CA","2024-08-28",18,16777,,75.724,7464.002,876.792,126576.2
"CA","2024-08-28",19,15729,,69.041,6788.555,779.313,115425.714
"CA","2024-08-28",20,14436,,62.838,6199.655,699.913,105089.105
"CA","2024-08-28",21,13432,,57.794,5760.027,692.269,96674.682
"CA","2024-08-28",22,13081,,56.264,5623.898,635.786,94132.031
"CA","2024-08-28",23,12742,,54.715,5495.772,611.856,91554.532
"CA","2024-08-29",0,12259,,52.285,5265.746,580.239,87435.596
"CA","2024-08-29",1,12008,,51.499,5144.445,568.358,86216.92
"CA","2024-08-29",2,11965,,52.278,5169.539,623.208,86481.806
"CA","2024-08-29",3,11357,,48.439,4841.55,536.591,81017.365
